movieId,title,genres,year,Title
94969,Kahaani (2012),Crime|Drama|Thriller,2012,Kahaani
96079,Skyfall (2012),Action|Adventure|Thriller|IMAX,2012,Skyfall
96702,Close (2004),Drama,2004,Close
96807,Breathless (2012),Thriller,2012,Breathless
96821,"Perks of Being a Wallflower, The (2012)",Drama|Romance,2012,The Perks of Being a Wallflower
96829,"Hunt, The (Jagten) (2012)",Drama,2012,The Hunt
96950,Guilty (Présumé coupable) (2011),Drama,2011,Guilty
97304,Argo (2012),Drama|Thriller,2012,Argo
97913,Wreck-It Ralph (2012),Animation|Comedy,2012,Wreck-It Ralph
97921,Silver Linings Playbook (2012),Comedy|Drama,2012,Silver Linings Playbook
97938,Life of Pi (2012),Adventure|Drama|IMAX,2012,Life of Pi
98056,Amour (2012),Drama|Romance,2012,Amour
98809,"Hobbit: An Unexpected Journey, The (2012)",Adventure|Fantasy|IMAX,2012,The Hobbit: An Unexpected Journey
98956,Barfi! (2012),Comedy|Drama|Romance,2012,Barfi!
99064,"Red Shoes, The (Bunhongsin) (2005)",Drama|Horror|Mystery,2005,The Red Shoes
99114,Django Unchained (2012),Action|Drama|Western,2012,Django Unchained
99636,English Vinglish (2012),Comedy|Drama,2012,English Vinglish
99941,Double Indemnity (1973),Crime|Drama|Thriller,1973,Double Indemnity
100336,Udaan (2010),Drama,2010,Udaan
100714,Before Midnight (2013),Drama|Romance,2013,Before Midnight
101606,"Whale, The (2011)",Documentary,2011,The Whale
101962,Wolf Children (Okami kodomo no ame to yuki) (2012),Animation|Fantasy,2012,Wolf Children
102445,Star Trek Into Darkness (2013),Action|Adventure|Sci-Fi|IMAX,2013,Star Trek Into Darkness
102753,"Past, The (Le passé) (2013)",Drama|Mystery|Romance,2013,The Past
103671,Joker (2012),Comedy,2012,Joker
103873,"Breath, The (Nefes: Vatan sagolsun) (2009)",Action|Drama|Thriller,2009,The Breath
103984,"Great Beauty, The (Grande Bellezza, La) (2013)",Comedy|Drama,2013,The Great Beauty
104072,The Count of Monte Cristo (1998),Adventure|Drama|Romance,1998,The Count of Monte Cristo
104283,"Wind Rises, The (Kaze tachinu) (2013)",Animation|Drama|Romance,2013,The Wind Rises
104374,About Time (2013),Drama|Fantasy|Romance,2013,About Time
104841,Gravity (2013),Action|Sci-Fi|IMAX,2013,Gravity
104879,Prisoners (2013),Drama|Mystery|Thriller,2013,Prisoners
104913,Rush (2013),Action|Drama,2013,Rush
104920,Vizontele (2001),Comedy|Drama,2001,Vizontele
104944,Short Term 12 (2013),Drama,2013,Short Term 12
105130,"Notebook, The (A nagy füzet) (2013)",Drama|War,2013,The Notebook
105197,Nebraska (2013),Adventure|Drama,2013,Nebraska
105340,Miracle in Cell No. 7 (2013),Comedy|Drama,2013,Miracle in Cell No. 7
105343,Special 26 (2013),Crime|Drama|Thriller,2013,Special 26
105504,Captain Phillips (2013),Adventure|Drama|Thriller|IMAX,2013,Captain Phillips
105844,12 Years a Slave (2013),Drama,2013,12 Years a Slave
106100,Dallas Buyers Club (2013),Drama,2013,Dallas Buyers Club
106234,Great Expectations (2012),Drama,2012,Great Expectations
106489,"Hobbit: The Desolation of Smaug, The (2013)",Adventure|Fantasy|IMAX,2013,The Hobbit: The Desolation of Smaug
106782,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama,2013,The Wolf of Wall Street
106920,Her (2013),Drama|Romance|Sci-Fi,2013,Her
107314,Oldboy (2013),Action|Drama|Mystery,2013,Oldboy
107400,Bonnie and Clyde (2013),Crime|Documentary|Drama,2013,Bonnie and Clyde
107883,The Lunchbox (2013),Drama|Romance,2013,The Lunchbox
108932,The Lego Movie (2014),Action|Adventure|Animation|Children|Comedy|Fantasy,2014,The Lego Movie
108945,RoboCop (2014),Action|Crime|Sci-Fi|IMAX,2014,RoboCop
109374,"Grand Budapest Hotel, The (2014)",Comedy|Drama,2014,The Grand Budapest Hotel
110102,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX,2014,Captain America: The Winter Soldier
110635,Beauty and the Beast (1962),Children|Fantasy|Horror|Romance,1962,Beauty and the Beast
111362,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi,2014,X-Men: Days of Future Past
111759,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX,2014,Edge of Tomorrow
112175,How to Train Your Dragon 2 (2014),Action|Adventure|Animation,2014,How to Train Your Dragon 2
112273,Brother (Hermano) (2010),Drama,2010,Brother
112290,Boyhood (2014),Drama,2014,Boyhood
112552,Whiplash (2014),Drama,2014,Whiplash
112556,Gone Girl (2014),Drama|Thriller,2014,Gone Girl
112852,Guardians of the Galaxy (2014),Action|Adventure|Sci-Fi,2014,Guardians of the Galaxy
113240,Winter Sleep (Kis Uykusu) (2014),Drama,2014,Winter Sleep
114028,Pride (2014),Comedy|Drama,2014,Pride
114240,Aladdin (1992),Adventure|Animation|Children|Comedy|Fantasy,1992,Aladdin
115122,What We Do in the Shadows (2014),Comedy|Horror,2014,What We Do in the Shadows
115569,Nightcrawler (2014),Crime|Drama|Thriller,2014,Nightcrawler
115617,Big Hero 6 (2014),Action|Animation|Comedy,2014,Big Hero 6
115713,Ex Machina (2015),Drama|Sci-Fi|Thriller,2015,Ex Machina
115973,Haider (2014),Crime|Drama|Romance,2014,Haider
116207,Zulu (2013),Crime|Drama|Thriller,2013,Zulu
116411,Tangerines (2013),Drama,2013,Tangerines
116797,The Imitation Game (2014),Drama|Thriller|War,2014,The Imitation Game
116855,The Way He Looks (2014),Drama|Romance,2014,The Way He Looks
116897,Wild Tales (2014),Comedy|Drama|Thriller,2014,Wild Tales
117176,The Theory of Everything (2014),Drama|Romance,2014,The Theory of Everything
117415,Happiness (2014),Documentary,2014,Happiness
117444,Song of the Sea (2014),Animation|Children|Fantasy,2014,Song of the Sea
117448,Kiki's Delivery Service (2014),Fantasy,2014,Kiki's Delivery Service
118191,Great Expectations (1934),Drama|Romance,1934,Great Expectations
118896,Mommy (2014),Drama,2014,Mommy
118916,Titanic (1996),Action|Drama|Romance,1996,Titanic
119061,Aladdin (1986),Adventure|Fantasy,1986,Aladdin
119145,Kingsman: The Secret Service (2015),Action|Adventure|Comedy|Crime,2015,Kingsman: The Secret Service
120138,PK (2014),Comedy|Drama|Fantasy|Mystery|Romance,2014,PK
120311,Drishyam (2013),Children|Drama|Thriller,2013,Drishyam
120386,Frankenstein (1992),Drama|Horror|Sci-Fi,1992,Frankenstein
120841,Frankenstein (2004),Drama|Horror|Sci-Fi|Thriller,2004,Frankenstein
121887,The Innocents (1987),Drama,1987,The Innocents
122048,The Message (2009),Crime|Drama|Thriller|War,2009,The Message
122062,The Elephant Man (1982),Drama,1982,The Elephant Man
122470,Inside Out (2011),Crime|Drama,2011,Inside Out
122774,Monster (2008),Action|Horror|Sci-Fi,2008,Monster
122882,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller,2015,Mad Max: Fury Road
122886,Star Wars: Episode VII - The Force Awakens (2015),Action|Adventure|Fantasy|Sci-Fi|IMAX,2015,Star Wars: Episode VII - The Force Awakens
122904,Deadpool (2016),Action|Adventure|Comedy|Sci-Fi,2016,Deadpool
122916,Thor: Ragnarok (2017),Action|Adventure|Sci-Fi,2017,Thor: Ragnarok
122920,Captain America: Civil War (2016),Action|Sci-Fi|Thriller,2016,Captain America: Civil War
122996,Man on Fire (1957),Drama,1957,Man on Fire
123178,Man on Fire (1987),Action|Drama|Thriller,1987,Man on Fire
123288,Taken (2002),Sci-Fi,2002,Taken
123457,Roma (2004),Drama,2004,Roma
124166,No Man's Land (2013),Crime|Drama|Western,2013,No Man's Land
124651,Stalker (2010),Horror,2010,Stalker
124893,Witness for the Prosecution (1982),Drama|Mystery|Thriller,1982,Witness for the Prosecution
125101,The Big Heat (1988),Action|Crime|Thriller,1988,The Big Heat
125199,Weapons (2007),Crime|Drama,2007,Weapons
125481,In Cold Blood (1996),Crime,1996,In Cold Blood
125698,Drive (2002),Crime,2002,Drive
126034,Halloween (1931),(no genres listed),1931,Halloween
126579,Zodiac (2014),Sci-Fi,2014,Zodiac
127202,Me and Earl and the Dying Girl (2015),Drama,2015,Me and Earl and the Dying Girl
127262,The Count of Monte Cristo (1954),Adventure|Drama|Romance,1954,The Count of Monte Cristo
127660,The Bandit (1946),Crime|Drama,1946,The Bandit
128295,The Count of Monte Cristo (1961),(no genres listed),1961,The Count of Monte Cristo
128360,The Hateful Eight (2015),Western,2015,The Hateful Eight
128490,Flow (2014),Drama,2014,Flow
128834,Naked (2000),Comedy,2000,Naked
130618,Baby (2015),Action|Crime|Mystery|Thriller,2015,Baby
130794,Beauty and the Beast (1987),Children|Romance,1987,Beauty and the Beast
131274,Heat (1986),Action|Drama|Thriller,1986,Heat
131622,Beauty and the Beast (1979),Drama|Fantasy|Horror|Romance,1979,Beauty and the Beast
132456,Lage Raho Munna Bhai (2006),Comedy|Drama|Romance,2006,Lage Raho Munna Bhai
132952,Sarfarosh (1999),(no genres listed),1999,Sarfarosh
133767,Andaz Apna Apna (1994),Comedy|Drama|Romance,1994,Andaz Apna Apna
133769,Hera Pheri (2000),Comedy,2000,Hera Pheri
134130,The Martian (2015),Adventure|Drama|Sci-Fi,2015,The Martian
134234,Lakshya (2004),Action|Drama,2004,Lakshya
134771,Whiplash (1948),Drama,1948,Whiplash
134853,Inside Out (2015),Adventure|Animation|Children|Comedy|Drama|Fantasy,2015,Inside Out
135244,Frankenstein (2005),Drama|Horror|Mystery|Sci-Fi,2005,Frankenstein
135438,Underground (1976),Documentary,1976,Underground
135875,Queen (2014),Comedy,2014,Queen
136495,Dev.D (2009),Drama|Romance,2009,Dev.D
136497,Khosla Ka Ghosla! (2006),Comedy,2006,Khosla Ka Ghosla!
138616,Tangled (2001),Drama|Mystery|Thriller,2001,Tangled
139022,Inside Out (2005),Drama|Mystery|Thriller,2005,Inside Out
139148,Bajrangi Bhaijaan (2015),(no genres listed),2015,Bajrangi Bhaijaan
139385,The Revenant (2015),Adventure|Drama,2015,The Revenant
139575,Baahubali: The Beginning (2015),Action|Drama,2015,Baahubali: The Beginning
139620,Everything's Gonna Be Great (1998),Adventure|Children|Comedy|Drama,1998,Everything's Gonna Be Great
139644,Sicario (2015),Crime|Drama|Mystery,2015,Sicario
139942,In the Name of the Father (1969),Comedy|Western,1969,In the Name of the Father
140174,Room (2015),Drama,2015,Room
140715,Straight Outta Compton (2015),Drama,2015,Straight Outta Compton
141702,Drishyam (2015),Drama|Mystery|Thriller,2015,Drishyam
141890,Beasts of No Nation (2015),Drama|War,2015,Beasts of No Nation
142184,Silenced (2011),Drama,2011,Silenced
142430,Perfect Strangers (1950),Drama|Romance,1950,Perfect Strangers
142488,Spotlight (2015),Thriller,2015,Spotlight
142819,Bangalore Days (2014),Comedy|Drama|Romance,2014,Bangalore Days
143160,Sunrise (2014),Drama,2014,Sunrise
143863,Spartacus (2004),Action|Drama,2004,Spartacus
144166,No Man's Land (1978),(no genres listed),1978,No Man's Land
144352,Unforgiven (2013),Action|Crime|Drama,2013,Unforgiven
144838,Million Dollar Baby (1941),Comedy|Romance,1941,Million Dollar Baby
144864,Underground (1941),Adventure|Drama|Romance|War,1941,Underground
145277,Mommy (1995),Horror,1995,Mommy
146138,Hero (1983),Romance,1983,Hero
146178,Jo Jeeta Wohi Sikandar (1992),Drama,1992,Jo Jeeta Wohi Sikandar
146564,Underground (1928),Drama,1928,Underground
146566,Underground (1970),Drama|Thriller|War,1970,Underground
146568,Underground (2007),Action,2007,Underground
146570,Underground (2011),Horror,2011,Underground
147070,Iron Man (1951),Drama,1951,Iron Man
147126,Silenced (2014),Documentary,2014,Silenced
148095,Premam (2015),Comedy|Romance,2015,Premam
148626,"Big Short, The (2015)",Drama,2015,The Big Short
148671,Saw (2003),Crime|Horror,2003,Saw
150377,Great Expectations (1999),Drama|Romance,1999,Great Expectations
151113,A Man Called Ove (2015),Comedy|Drama,2015,A Man Called Ove
151459,Airlift (2016),Drama|Thriller,2016,Airlift
151559,Frankenstein (2015),Horror|Thriller,2015,Frankenstein
152047,Dunkirk (1958),War,1958,Dunkirk
152081,Zootopia (2016),Action|Adventure|Animation|Children|Comedy,2016,Zootopia
152970,Hunt for the Wilderpeople (2016),Adventure|Comedy,2016,Hunt for the Wilderpeople
153142,Room (2005),Documentary|Drama,2005,Room
154860,Mother (2016),(no genres listed),2016,Mother
156387,Sing Street (2016),Drama,2016,Sing Street
156944,Land of Mine (2015),War,2015,Land of Mine
157318,Perfect Strangers (2016),Comedy|Drama,2016,Perfect Strangers
158137,The Holy Mountain (1926),Drama,1926,The Holy Mountain
158394,The Lady Vanishes (2013),Drama|Thriller,2013,The Lady Vanishes
158783,The Handmaiden (2016),Drama|Romance|Thriller,2016,The Handmaiden
158966,Captain Fantastic (2016),Drama,2016,Captain Fantastic
160080,Ghostbusters (2016),Action|Comedy|Horror|Sci-Fi,2016,Ghostbusters
160378,Sicario (1994),(no genres listed),1994,Sicario
160876,The Innocents (2016),Drama,2016,The Innocents
160910,The Circus (1943),Comedy,1943,The Circus
161016,The Return (1980),(no genres listed),1980,The Return
161326,Black (2015),Action|Drama,2015,Black
161582,Hell or High Water (2016),Crime|Drama,2016,Hell or High Water
161644,Coco (2016),Drama,2016,Coco
162096,Great Expectations (1974),Drama|Romance,1974,Great Expectations
162350,The Magnificent Seven (2016),Action|Western,2016,The Magnificent Seven
162458,The Bandit (2016),Documentary,2016,The Bandit
162578,Kubo and the Two Strings (2016),Adventure|Animation|Children|Fantasy,2016,Kubo and the Two Strings
163134,Your Name. (2016),Animation|Drama|Fantasy|Romance,2016,Your Name.
163645,Hacksaw Ridge (2016),Drama|War,2016,Hacksaw Ridge
163745,The Kid (1997),Action|Children|Drama,1997,The Kid
163953,Naked (2014),Documentary,2014,Naked
164179,Arrival (2016),Sci-Fi,2016,Arrival
164314,Catch Me If You Can (1989),Action|Comedy|Drama,1989,Catch Me If You Can
164600,Akira (2016),Action|Crime|Thriller,2016,Akira
164777,Sense and Sensibility (1981),Drama|Romance,1981,Sense and Sensibility
164909,La La Land (2016),Comedy|Drama|Romance,2016,La La Land
164949,The Salesman (2016),Drama,2016,The Salesman
165093,Perfect Strangers (1984),Thriller,1984,Perfect Strangers
165321,Sense and Sensibility (1971),(no genres listed),1971,Sense and Sensibility
165549,Manchester by the Sea (2016),Drama,2016,Manchester by the Sea
165551,Lion (2016),Drama,2016,Lion
165765,Downfall (1997),Drama|Romance,1997,Downfall
165917,The Kid (2010),Drama,2010,The Kid
166024,Whiplash (2013),(no genres listed),2013,Whiplash
166237,The Thin Red Line (1964),War,1964,The Thin Red Line
166508,Logan (2010),Children|Comedy|Drama,2010,Logan
166528,Rogue One: A Star Wars Story (2016),Action|Adventure|Fantasy|Sci-Fi,2016,Rogue One: A Star Wars Story
166643,Hidden Figures (2016),Drama,2016,Hidden Figures
166735,The Game (2014),(no genres listed),2014,The Game
167296,Iron Man (1931),Drama,1931,Iron Man
167392,Dangal (2016),Drama,2016,Dangal
167832,The Invisible Guest (2016),Thriller,2016,The Invisible Guest
167876,The Last of the Mohicans (1932),Action|Adventure,1932,The Last of the Mohicans
168250,Get Out (2017),Horror,2017,Get Out
168252,Logan (2017),Action|Sci-Fi,2017,Logan
168366,Beauty and the Beast (2017),Fantasy|Romance,2017,Beauty and the Beast
168412,Coco (2009),Comedy,2009,Coco
168492,Call Me by Your Name (2017),Drama|Romance,2017,Call Me by Your Name
168612,Ghost in the Shell (2017),Action|Drama|Sci-Fi,2017,Ghost in the Shell
168962,Pink (2016),Drama|Thriller,2016,Pink
169110,Monster (2014),Horror,2014,Monster
171611,Baahubali 2: The Conclusion (2017),Action|Adventure|War,2017,Baahubali 2: The Conclusion
171721,Mother (1991),Drama,1991,Mother
172777,Drive (1997),Action|Adventure|Comedy|Sci-Fi,1997,Drive
173927,Malcolm X (1972),Documentary,1972,Malcolm X
174055,Dunkirk (2017),Action|Drama|Thriller|War,2017,Dunkirk
175059,Hamlet (2012),(no genres listed),2012,Hamlet
175433,Get Out (2010),Animation|Comedy,2010,Get Out
175569,Wind River (2017),Action|Crime|Mystery|Thriller,2017,Wind River
176371,Blade Runner 2049 (2017),Sci-Fi,2017,Blade Runner 2049
176577,Heat (1963),Drama,1963,Heat
176599,Naked (2017),Comedy,2017,Naked
176905,Argo (2004),Action|Comedy,2004,Argo
177061,Brother (2016),Drama|Thriller,2016,Brother
177095,Hindi Medium (2017),Comedy|Drama,2017,Hindi Medium
177677,Mother (1963),(no genres listed),1963,Mother
177765,Coco (2017),Adventure|Animation|Children,2017,Coco
178079,Anand (1971),Drama,1971,Anand
178827,Paddington 2 (2017),Adventure|Animation|Children|Comedy,2017,Paddington 2
179089,The Hunt (2011),Action|Horror|Thriller,2011,The Hunt
179133,Loving Vincent (2017),Animation|Crime|Drama,2017,Loving Vincent
179779,A Taxi Driver (2017),Action|Drama,2017,A Taxi Driver
180095,Wonder (2017),Drama,2017,Wonder
180263,The Shining (1997),Drama|Horror|Thriller,1997,The Shining
181653,Titanic (1943),Action|Drama,1943,Titanic
181671,The Breadwinner (2017),Animation|Drama|War,2017,The Breadwinner
181751,Lagaan: Once Upon a Time in India (2001),Adventure|Drama|Romance,2001,Lagaan: Once Upon a Time in India
182811,A Christmas Carol (2015),Drama|Fantasy,2015,A Christmas Carol
182873,Warrior (2015),Drama,2015,Warrior
183125,Vikram Vedha (2017),Action|Romance|Thriller,2017,Vikram Vedha
183897,Isle of Dogs (2018),Animation|Comedy,2018,Isle of Dogs
183973,Room(h)ates (2017),Comedy,2017,Room
183979,M.S. Dhoni: The Untold Story (2016),Drama,2016,M.S. Dhoni: The Untold Story
184425,The Hunt (2006),Action|Horror|Sci-Fi|Thriller,2006,The Hunt
185225,Taxi Driver (1954),Romance,1954,Taxi Driver
185233,The Fall (1969),Documentary|War,1969,The Fall
186933,Paprika (1991),Drama,1991,Paprika
187011,Laura (1974),(no genres listed),1974,Laura
187273,Charade (1984),(no genres listed),1984,Charade
187303,Monster (2005),Horror|Thriller,2005,Monster
187567,The Bandit (1953),Adventure|Drama,1953,The Bandit
187593,Deadpool 2 (2018),Action|Comedy|Sci-Fi,2018,Deadpool 2
187779,The Father (1971),Drama,1971,The Father
188185,No Man's Land (2017),Documentary,2017,No Man's Land
188773,Shoplifters (2018),Drama,2018,Shoplifters
188793,Mother (2018),Thriller,2018,Mother
188829,Capernaum (2018),Drama,2018,Capernaum
189333,Mission: Impossible - Fallout (2018),Action|Adventure|Thriller,2018,Mission: Impossible - Fallout
189667,Ayla: The Daughter of War (2017),Drama|War,2017,Ayla: The Daughter of War
189805,Papillon (2018),Drama,2018,Papillon
190077,The Wild Pear Tree (2018),Drama,2018,The Wild Pear Tree
192803,Bohemian Rhapsody (2018),Drama,2018,Bohemian Rhapsody
193065,Roma (2018),Drama,2018,Roma
193481,Rangasthalam (2018),Action|Drama,2018,Rangasthalam
193968,M (2018),Mystery,2018,M
194004,Halloween (2018),Horror,2018,Halloween
194300,Evil (2005),Horror,2005,Evil
194448,Green Book (2018),Comedy|Drama,2018,Green Book
194696,Andhadhun (2018),Mystery|Romance|Thriller,2018,Andhadhun
194857,Stagecoach (1986),Action|Western,1986,Stagecoach
195159,Spider-Man: Into the Spider-Verse (2018),Action|Adventure|Animation|Sci-Fi,2018,Spider-Man: Into the Spider-Verse
195553,Unforgiven (2018),Drama,2018,Unforgiven
195923,Laura (1979),Drama|Romance,1979,Laura
196073,Tumbbad (2018),Horror|Thriller,2018,Tumbbad
196521,The Man from Nowhere (1961),Comedy|Fantasy,1961,The Man from Nowhere
196533,Dreams (1993),Comedy|Fantasy,1993,Dreams
196707,Badhaai Ho (2018),Comedy|Drama|Romance,2018,Badhaai Ho
196729,A Christmas Carol (1954),Children,1954,A Christmas Carol
196821,High Noon (2000),Action|Drama|Western,2000,High Noon
196895,Serenity (2019),Drama|Thriller,2019,Serenity
197419,The Vanishing (2018),Drama|Thriller,2018,The Vanishing
197499,The Sixth Sense (1929),Drama,1929,The Sixth Sense
197597,K.G.F: Chapter 1 (2018),Action,2018,K.G.F: Chapter 1
197889,Close (2019),Action|Thriller,2019,Close
198091,Taxi Driver (2015),(no genres listed),2015,Taxi Driver
198105,Mirror (1994),Drama,1994,Mirror
198403,Beauty and the Beast (1934),Animation|Children|Comedy,1934,Beauty and the Beast
198611,I Want to Eat Your Pancreas (2018),Animation|Drama,2018,I Want to Eat Your Pancreas
198781,Uri: The Surgical Strike (2019),Action|Drama,2019,Uri: The Surgical Strike
199095,Gully Boy (2019),Drama,2019,Gully Boy
199111,The Past (2007),Drama|Romance,2007,The Past
199217,Mother (2017),Drama|Thriller,2017,Mother
199255,The Kid (2019),Drama|Western,2019,The Kid
199305,Office Space (1991),(no genres listed),1991,Office Space
199784,The Red Shoes (1990),Animation,1990,The Red Shoes
200540,Aladdin (2019),Adventure|Fantasy|Romance,2019,Aladdin
201588,Toy Story 4 (2019),Adventure|Animation|Children|Comedy,2019,Toy Story 4
202145,Little Women (2018),Drama,2018,Little Women
202395,The Cabinet of Dr. Caligari (2005),Mystery|Thriller,2005,The Cabinet of Dr. Caligari
202429,Once Upon a Time in Hollywood (2019),Comedy|Drama,2019,Once Upon a Time... in Hollywood
202439,Parasite (2019),Comedy|Drama,2019,Parasite
202721,M (2017),Drama,2017,M
202749,Portrait of a Lady on Fire (2019),Drama|Romance,2019,Portrait of a Lady on Fire
203002,Isle of Dogs (2011),Action|Crime|Thriller,2011,Isle of Dogs
203222,The Lion King (2019),Adventure|Animation|Children|Drama,2019,The Lion King
203823,Glory (2017),Drama,2017,Glory
203934,Freaks (2019),Sci-Fi|Thriller,2019,Freaks
204022,The Fall (1976),(no genres listed),1976,The Fall
204526,Baby (2008),Crime|Drama|Thriller,2008,Baby
204698,Joker (2019),Crime|Drama|Thriller,2019,Joker
205156,Jojo Rabbit (2019),Comedy|War,2019,Jojo Rabbit
205277,Inside Out (1991),Comedy|Drama|Romance,1991,Inside Out
205379,Article 15 (2019),Crime|Drama,2019,Article 15
205441,Marriage Story (2019),Comedy|Drama,2019,Marriage Story
206020,Brief Encounter (1974),Drama,1974,Brief Encounter
206857,The Irishman (2019),Crime|Drama,2019,The Irishman
207313,Knives Out (2019),Comedy|Crime|Drama|Mystery|Thriller,2019,Knives Out
208006,Chhichhore (2019),Comedy|Romance,2019,Chhichhore
208435,Super 30 (2019),Drama,2019,Super 30
208477,Kaithi (2019),Action|Thriller,2019,Kaithi
208939,Klaus (2019),Adventure|Animation|Children|Comedy,2019,Klaus
